PARTIDO_POLITICO,TEMAS,MES,TRIMESTRE
Partido Unión Demócrata Independiente,otros,April,1
Partido Unión Demócrata Independiente,otros,April,1
Partido Unión Demócrata Independiente,otros,April,1
Partido Unión Demócrata Independiente,['salud'],April,1
Partido Unión Demócrata Independiente,otros,April,1
Partido Unión Demócrata Independiente,otros,April,1
Partido Unión Demócrata Independiente,['salud'],April,1
Partido Unión Demócrata Independiente,otros,April,1
Partido Unión Demócrata Independiente,['seguridad'],April,1
Partido Unión Demócrata Independiente,otros,April,1
Partido Unión Demócrata Independiente,['seguridad'],April,1
Partido Unión Demócrata Independiente,otros,April,1
Partido Unión Demócrata Independiente,['salud'],March,1
Partido Unión Demócrata Independiente,otros,March,1
Partido Unión Demócrata Independiente,otros,March,1
Partido Unión Demócrata Independiente,otros,March,1
Partido Unión Demócrata Independiente,otros,March,1
Partido Unión Demócrata Independiente,otros,March,1
Partido Unión Demócrata Independiente,otros,March,1
Partido Unión Demócrata Independiente,otros,March,1
Partido Unión Demócrata Independiente,otros,March,1
Partido Unión Demócrata Independiente,['salud'],March,1
Partido Unión Demócrata Independiente,otros,March,1
Partido Unión Demócrata Independiente,otros,March,1
Partido Unión Demócrata Independiente,otros,March,1
Partido Unión Demócrata Independiente,['salud'],March,1
Partido Unión Demócrata Independiente,['salud'],March,1
Partido Unión Demócrata Independiente,otros,March,1
Partido Unión Demócrata Independiente,['salud'],March,1
Partido Unión Demócrata Independiente,otros,March,1
Partido Unión Demócrata Independiente,otros,March,1
Partido Unión Demócrata Independiente,otros,March,1
Partido Unión Demócrata Independiente,otros,March,1
Partido Unión Demócrata Independiente,otros,March,1
Partido Unión Demócrata Independiente,otros,March,1
Partido Unión Demócrata Independiente,otros,March,1
Partido Unión Demócrata Independiente,otros,March,1
Partido Unión Demócrata Independiente,['salud'],March,1
Partido Unión Demócrata Independiente,['salud'],March,1
Partido Unión Demócrata Independiente,['salud'],March,1
Partido Unión Demócrata Independiente,['salud'],March,1
Partido Unión Demócrata Independiente,['educación'],March,1
Partido Unión Demócrata Independiente,otros,March,1
Partido Unión Demócrata Independiente,['educación'],March,1
Partido Unión Demócrata Independiente,otros,March,1
Partido Unión Demócrata Independiente,"['salud', 'seguridad']",March,1
Partido Unión Demócrata Independiente,['salud'],March,1
Partido Unión Demócrata Independiente,['salud'],March,1
Partido Unión Demócrata Independiente,otros,March,1
Partido Unión Demócrata Independiente,otros,March,1
Partido Unión Demócrata Independiente,otros,March,1
Partido Unión Demócrata Independiente,['salud'],March,1
Partido Unión Demócrata Independiente,"['salud', 'elecciones', 'seguridad']",January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,['salud'],January,1
Partido Unión Demócrata Independiente,['salud'],January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,['seguridad'],January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,['salud'],January,1
Partido Unión Demócrata Independiente,['salud'],January,1
Partido Unión Demócrata Independiente,['salud'],January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,['elecciones'],January,1
Partido Unión Demócrata Independiente,otros,June,2
Partido Unión Demócrata Independiente,otros,June,2
Partido Unión Demócrata Independiente,otros,June,2
Partido Unión Demócrata Independiente,['seguridad'],June,2
Partido Unión Demócrata Independiente,otros,June,2
Partido Unión Demócrata Independiente,['seguridad'],June,2
Partido Unión Demócrata Independiente,otros,June,2
Partido Unión Demócrata Independiente,otros,June,2
Partido Unión Demócrata Independiente,['seguridad'],June,2
Partido Unión Demócrata Independiente,['seguridad'],June,2
Partido Unión Demócrata Independiente,otros,June,2
Partido Unión Demócrata Independiente,otros,June,2
Partido Unión Demócrata Independiente,otros,June,2
Partido Unión Demócrata Independiente,otros,June,2
Partido Unión Demócrata Independiente,['seguridad'],June,2
Partido Unión Demócrata Independiente,['seguridad'],June,2
Partido Unión Demócrata Independiente,['seguridad'],June,2
Partido Unión Demócrata Independiente,otros,June,2
Partido Unión Demócrata Independiente,['seguridad'],June,2
Partido Unión Demócrata Independiente,otros,June,2
Partido Unión Demócrata Independiente,['seguridad'],June,2
Partido Unión Demócrata Independiente,['seguridad'],June,2
Partido Unión Demócrata Independiente,otros,June,2
Partido Unión Demócrata Independiente,['seguridad'],June,2
Partido Unión Demócrata Independiente,otros,June,2
Partido Unión Demócrata Independiente,otros,June,2
Partido Unión Demócrata Independiente,['seguridad'],June,2
Partido Unión Demócrata Independiente,otros,June,2
Partido Unión Demócrata Independiente,"['economía', 'inflación', 'seguridad']",June,2
Partido Unión Demócrata Independiente,otros,June,2
Partido Unión Demócrata Independiente,otros,June,2
Partido Unión Demócrata Independiente,['salud'],June,2
Partido Unión Demócrata Independiente,"['salud', 'seguridad']",June,2
Partido Unión Demócrata Independiente,"['transporte', 'seguridad']",June,2
Partido Unión Demócrata Independiente,otros,June,2
Partido Unión Demócrata Independiente,otros,June,2
Partido Unión Demócrata Independiente,otros,June,2
Partido Unión Demócrata Independiente,otros,June,2
Partido Unión Demócrata Independiente,otros,June,2
Partido Unión Demócrata Independiente,otros,June,2
Partido Unión Demócrata Independiente,otros,June,2
Partido Unión Demócrata Independiente,['vivienda'],June,2
Partido Unión Demócrata Independiente,otros,June,2
Partido Unión Demócrata Independiente,otros,May,2
Partido Unión Demócrata Independiente,['educación'],May,2
Partido Unión Demócrata Independiente,['educación'],May,2
Partido Unión Demócrata Independiente,['educación'],May,2
Partido Unión Demócrata Independiente,['educación'],May,2
Partido Unión Demócrata Independiente,otros,May,2
Partido Unión Demócrata Independiente,['economía'],May,2
Partido Unión Demócrata Independiente,['economía'],May,2
Partido Unión Demócrata Independiente,otros,May,2
Partido Unión Demócrata Independiente,['inflación'],May,2
Partido Unión Demócrata Independiente,['economía'],May,2
Partido Unión Demócrata Independiente,['seguridad'],May,2
Partido Unión Demócrata Independiente,['seguridad'],May,2
Partido Unión Demócrata Independiente,otros,May,2
Partido Unión Demócrata Independiente,"['vivienda', 'seguridad']",May,2
Partido Unión Demócrata Independiente,['seguridad'],May,2
Partido Unión Demócrata Independiente,['salud'],April,1
Partido Unión Demócrata Independiente,otros,April,1
Partido Unión Demócrata Independiente,otros,April,1
Partido Unión Demócrata Independiente,otros,April,1
Partido Unión Demócrata Independiente,otros,April,1
Partido Unión Demócrata Independiente,otros,April,1
Partido Unión Demócrata Independiente,otros,April,1
Partido Unión Demócrata Independiente,otros,April,1
Partido Unión Demócrata Independiente,otros,April,1
Partido Unión Demócrata Independiente,otros,April,1
Partido Unión Demócrata Independiente,otros,April,1
Partido Unión Demócrata Independiente,otros,April,1
Partido Unión Demócrata Independiente,otros,April,1
Partido Unión Demócrata Independiente,otros,April,1
Partido Unión Demócrata Independiente,otros,April,1
Partido Unión Demócrata Independiente,otros,April,1
Partido Unión Demócrata Independiente,otros,April,1
Partido Unión Demócrata Independiente,otros,April,1
Partido Unión Demócrata Independiente,"['vivienda', 'salud', 'educación']",April,1
Partido Unión Demócrata Independiente,['economía'],April,1
Partido Unión Demócrata Independiente,otros,April,1
Partido Unión Demócrata Independiente,otros,April,1
Partido Unión Demócrata Independiente,otros,April,1
Partido Unión Demócrata Independiente,otros,April,1
Partido Unión Demócrata Independiente,otros,April,1
Partido Unión Demócrata Independiente,['elecciones'],April,1
Partido Unión Demócrata Independiente,otros,April,1
Partido Unión Demócrata Independiente,otros,April,1
Partido Unión Demócrata Independiente,otros,April,1
Partido Unión Demócrata Independiente,otros,April,1
Partido Unión Demócrata Independiente,otros,April,1
Partido Unión Demócrata Independiente,"['transporte', 'salud']",April,1
Partido Unión Demócrata Independiente,otros,April,1
Partido Unión Demócrata Independiente,otros,April,1
Partido Unión Demócrata Independiente,otros,April,1
Partido Unión Demócrata Independiente,otros,April,1
Partido Unión Demócrata Independiente,otros,April,1
Partido Unión Demócrata Independiente,otros,April,1
Partido Unión Demócrata Independiente,['seguridad'],April,1
Partido Unión Demócrata Independiente,otros,March,1
Partido Unión Demócrata Independiente,otros,March,1
Partido Unión Demócrata Independiente,"['transporte', 'salud']",March,1
Partido Unión Demócrata Independiente,"['transporte', 'seguridad']",March,1
Partido Unión Demócrata Independiente,otros,March,1
Partido Unión Demócrata Independiente,otros,March,1
Partido Unión Demócrata Independiente,otros,March,1
Partido Unión Demócrata Independiente,otros,March,1
Partido Unión Demócrata Independiente,otros,March,1
Partido Unión Demócrata Independiente,otros,March,1
Partido Unión Demócrata Independiente,['seguridad'],March,1
Partido Unión Demócrata Independiente,otros,March,1
Partido Unión Demócrata Independiente,otros,March,1
Partido Unión Demócrata Independiente,['seguridad'],March,1
Partido Unión Demócrata Independiente,otros,March,1
Partido Unión Demócrata Independiente,otros,March,1
Partido Unión Demócrata Independiente,otros,March,1
Partido Unión Demócrata Independiente,['inflación'],March,1
Partido Unión Demócrata Independiente,otros,March,1
Partido Unión Demócrata Independiente,['vivienda'],March,1
Partido Unión Demócrata Independiente,['seguridad'],March,1
Partido Unión Demócrata Independiente,['transporte'],March,1
Partido Unión Demócrata Independiente,otros,March,1
Partido Unión Demócrata Independiente,['seguridad'],January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,['transporte'],January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,['transporte'],January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,['seguridad'],January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,['seguridad'],January,1
Partido Unión Demócrata Independiente,"['pensión', 'seguridad']",January,1
Partido Unión Demócrata Independiente,"['transporte', 'combustibles', 'economía']",January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,['transporte'],January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,"['salud', 'seguridad', 'economía']",January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,"['economía', 'inflación']",January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,"['seguridad', 'inflación']",January,1
Partido Unión Demócrata Independiente,['educación'],January,1
Partido Unión Demócrata Independiente,['transporte'],January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Unión Demócrata Independiente,"['seguridad', 'inflación']",January,1
Partido Unión Demócrata Independiente,otros,January,1
Partido Comunista de Chile,"['seguridad', 'crímenes']",June,2
Partido Comunista de Chile,otros,June,2
Partido Comunista de Chile,otros,June,2
Partido Comunista de Chile,otros,June,2
Partido Comunista de Chile,otros,June,2
Partido Comunista de Chile,otros,June,2
Partido Comunista de Chile,otros,June,2
Partido Comunista de Chile,otros,June,2
Partido Comunista de Chile,otros,June,2
Partido Comunista de Chile,['educación'],June,2
Partido Comunista de Chile,otros,June,2
Partido Comunista de Chile,otros,June,2
Partido Comunista de Chile,otros,June,2
Partido Comunista de Chile,"['economía', 'inflación']",May,2
Partido Comunista de Chile,otros,May,2
Partido Comunista de Chile,"['economía', 'inflación']",May,2
Partido Comunista de Chile,['economía'],May,2
Partido Comunista de Chile,otros,May,2
Partido Comunista de Chile,otros,May,2
Partido Comunista de Chile,['economía'],May,2
Partido Comunista de Chile,otros,May,2
Partido Comunista de Chile,['educación'],April,1
Partido Comunista de Chile,otros,April,1
Partido Comunista de Chile,['elecciones'],April,1
Partido Comunista de Chile,['seguridad'],April,1
Partido Comunista de Chile,otros,April,1
Partido Comunista de Chile,otros,April,1
Partido Comunista de Chile,otros,April,1
Partido Comunista de Chile,['seguridad'],April,1
Partido Comunista de Chile,otros,April,1
Partido Comunista de Chile,otros,April,1
Partido Comunista de Chile,['seguridad'],April,1
Partido Comunista de Chile,"['transporte', 'salud']",March,1
Partido Comunista de Chile,['salud'],March,1
Partido Comunista de Chile,otros,March,1
Partido Comunista de Chile,otros,March,1
Partido Comunista de Chile,"['salud', 'educación', 'economía']",March,1
Partido Comunista de Chile,['salud'],March,1
Partido Comunista de Chile,"['salud', 'economía']",March,1
Partido Comunista de Chile,['inflación'],March,1
Partido Comunista de Chile,['transporte'],March,1
Partido Comunista de Chile,otros,March,1
Partido Comunista de Chile,otros,March,1
Partido Comunista de Chile,otros,March,1
Partido Comunista de Chile,otros,March,1
Partido Comunista de Chile,otros,March,1
Partido Comunista de Chile,otros,March,1
Partido Comunista de Chile,otros,March,1
Partido Comunista de Chile,['seguridad'],March,1
Partido Comunista de Chile,otros,March,1
Partido Comunista de Chile,['economía'],March,1
Partido Comunista de Chile,otros,March,1
Partido Comunista de Chile,otros,March,1
Partido Comunista de Chile,['economía'],March,1
Partido Comunista de Chile,otros,March,1
Partido Comunista de Chile,otros,March,1
Partido Comunista de Chile,"['economía', 'educación']",March,1
Partido Comunista de Chile,otros,March,1
Partido Comunista de Chile,['transporte'],March,1
Partido Comunista de Chile,['combustibles'],January,1
Partido Comunista de Chile,['economía'],January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,['economía'],January,1
Partido Comunista de Chile,['economía'],January,1
Partido Comunista de Chile,"['vivienda', 'economía']",January,1
Partido Comunista de Chile,['economía'],January,1
Partido Comunista de Chile,['seguridad'],January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,['seguridad'],January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,['economía'],January,1
Partido Comunista de Chile,['economía'],January,1
Partido Comunista de Chile,['seguridad'],January,1
Renovación Nacional,otros,June,2
Renovación Nacional,['seguridad'],June,2
Renovación Nacional,otros,June,2
Renovación Nacional,['seguridad'],June,2
Renovación Nacional,['seguridad'],June,2
Renovación Nacional,otros,June,2
Renovación Nacional,otros,June,2
Renovación Nacional,['seguridad'],June,2
Renovación Nacional,otros,June,2
Renovación Nacional,otros,June,2
Renovación Nacional,otros,June,2
Renovación Nacional,otros,June,2
Renovación Nacional,['salud'],June,2
Renovación Nacional,['economía'],June,2
Renovación Nacional,otros,June,2
Renovación Nacional,['salud'],June,2
Renovación Nacional,otros,June,2
Renovación Nacional,otros,June,2
Renovación Nacional,otros,June,2
Renovación Nacional,otros,May,2
Renovación Nacional,['educación'],May,2
Renovación Nacional,['educación'],May,2
Renovación Nacional,['educación'],May,2
Renovación Nacional,['educación'],May,2
Renovación Nacional,"['transporte', 'seguridad']",May,2
Renovación Nacional,otros,May,2
Renovación Nacional,['educación'],May,2
Renovación Nacional,otros,May,2
Renovación Nacional,['salud'],May,2
Renovación Nacional,['seguridad'],May,2
Renovación Nacional,otros,May,2
Renovación Nacional,otros,April,1
Renovación Nacional,otros,April,1
Renovación Nacional,otros,April,1
Renovación Nacional,otros,April,1
Renovación Nacional,otros,April,1
Renovación Nacional,otros,April,1
Renovación Nacional,otros,April,1
Renovación Nacional,otros,April,1
Renovación Nacional,otros,April,1
Renovación Nacional,otros,April,1
Renovación Nacional,otros,April,1
Renovación Nacional,otros,April,1
Renovación Nacional,otros,April,1
Renovación Nacional,otros,April,1
Renovación Nacional,otros,April,1
Renovación Nacional,otros,April,1
Renovación Nacional,otros,April,1
Renovación Nacional,['educación'],April,1
Renovación Nacional,otros,April,1
Renovación Nacional,otros,April,1
Renovación Nacional,['transporte'],April,1
Renovación Nacional,otros,April,1
Renovación Nacional,otros,April,1
Renovación Nacional,otros,April,1
Renovación Nacional,otros,April,1
Renovación Nacional,otros,April,1
Renovación Nacional,['seguridad'],April,1
Renovación Nacional,otros,March,1
Renovación Nacional,otros,March,1
Renovación Nacional,otros,March,1
Renovación Nacional,otros,March,1
Renovación Nacional,otros,March,1
Renovación Nacional,otros,March,1
Renovación Nacional,otros,March,1
Renovación Nacional,"['vivienda', 'pensión', 'salud', 'educación']",March,1
Renovación Nacional,otros,March,1
Renovación Nacional,['pensión'],March,1
Renovación Nacional,"['vivienda', 'pensión', 'salud', 'educación']",March,1
Renovación Nacional,['pensión'],March,1
Renovación Nacional,otros,March,1
Renovación Nacional,otros,March,1
Renovación Nacional,['transporte'],March,1
Renovación Nacional,otros,March,1
Renovación Nacional,otros,March,1
Renovación Nacional,otros,March,1
Renovación Nacional,otros,March,1
Renovación Nacional,['seguridad'],March,1
Renovación Nacional,otros,February,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,['pensión'],January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,['salud'],January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,"['salud', 'educación']",January,1
Renovación Nacional,['salud'],January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,['salud'],January,1
Renovación Nacional,otros,January,1
Renovación Nacional,['salud'],January,1
Renovación Nacional,['educación'],January,1
Renovación Nacional,"['salud', 'educación']",January,1
Renovación Nacional,otros,January,1
Renovación Nacional,"['salud', 'educación', 'seguridad']",January,1
Renovación Nacional,['educación'],January,1
Renovación Nacional,['salud'],January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,['salud'],January,1
Renovación Nacional,['salud'],January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,['salud'],January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,['salud'],January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,['seguridad'],January,1
Renovación Nacional,['educación'],January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,['educación'],January,1
Renovación Nacional,otros,January,1
Renovación Nacional,['salud'],January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,['salud'],January,1
Renovación Nacional,['educación'],January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,['elecciones'],January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,['elecciones'],January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,['elecciones'],January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
Renovación Nacional,otros,January,1
,['transporte'],June,2
,otros,June,2
,['salud'],June,2
,otros,June,2
,['salud'],June,2
,['salud'],June,2
,['salud'],June,2
,['seguridad'],June,2
,otros,June,2
,otros,June,2
,otros,June,2
,"['transporte', 'salud']",June,2
,['salud'],June,2
,['seguridad'],June,2
,otros,June,2
,otros,June,2
,['salud'],June,2
,['educación'],June,2
,otros,May,2
,"['salud', 'seguridad']",May,2
,otros,May,2
,otros,May,2
,['educación'],May,2
,['salud'],May,2
,['educación'],May,2
,['educación'],May,2
,otros,May,2
,otros,May,2
,otros,May,2
,['salud'],May,2
,['economía'],May,2
,otros,May,2
,['educación'],April,1
,otros,April,1
,otros,April,1
,"['economía', 'seguridad']",April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,"['salud', 'seguridad', 'economía']",April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,['seguridad'],April,1
,['seguridad'],April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,['salud'],April,1
,['salud'],April,1
,['elecciones'],April,1
,otros,April,1
,otros,April,1
,['salud'],April,1
,['seguridad'],April,1
,otros,April,1
,['seguridad'],March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,['salud'],March,1
,otros,March,1
,otros,March,1
,otros,March,1
,"['transporte', 'seguridad']",March,1
,otros,March,1
,['educación'],March,1
,otros,March,1
,['pensión'],January,1
,otros,January,1
,otros,January,1
,otros,January,1
,otros,January,1
,['transporte'],January,1
,['transporte'],January,1
,['transporte'],January,1
,"['transporte', 'seguridad']",January,1
,otros,January,1
,otros,January,1
,otros,January,1
,otros,January,1
,otros,January,1
,['seguridad'],January,1
,otros,January,1
,otros,January,1
,['transporte'],January,1
,otros,January,1
,otros,January,1
,otros,January,1
,['transporte'],January,1
,['transporte'],January,1
,otros,January,1
,['salud'],January,1
,['transporte'],January,1
,otros,January,1
,['transporte'],January,1
,['transporte'],January,1
,['transporte'],January,1
,"['vivienda', 'salud', 'economía', 'educación']",January,1
,otros,January,1
,otros,January,1
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,['seguridad'],June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,"['vivienda', 'seguridad']",June,2
Partido Renovación Nacional,['educación'],June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,['seguridad'],June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,['seguridad'],June,2
Partido Renovación Nacional,"['educación', 'seguridad']",June,2
Partido Renovación Nacional,['seguridad'],June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,['seguridad'],June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,['seguridad'],June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,['seguridad'],June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,['seguridad'],June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,['seguridad'],June,2
Partido Renovación Nacional,['seguridad'],June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,['seguridad'],June,2
Partido Renovación Nacional,['seguridad'],June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,['seguridad'],June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,['seguridad'],June,2
Partido Renovación Nacional,['seguridad'],June,2
Partido Renovación Nacional,['seguridad'],June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,['seguridad'],June,2
Partido Renovación Nacional,['seguridad'],June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,['seguridad'],June,2
Partido Renovación Nacional,"['salud', 'seguridad']",June,2
Partido Renovación Nacional,['seguridad'],June,2
Partido Renovación Nacional,['seguridad'],June,2
Partido Renovación Nacional,['seguridad'],June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,['educación'],June,2
Partido Renovación Nacional,['seguridad'],June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,['seguridad'],June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,['salud'],June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,['economía'],June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,otros,May,2
Partido Renovación Nacional,otros,May,2
Partido Renovación Nacional,otros,May,2
Partido Renovación Nacional,otros,May,2
Partido Renovación Nacional,otros,May,2
Partido Renovación Nacional,['vivienda'],May,2
Partido Renovación Nacional,otros,May,2
Partido Renovación Nacional,otros,May,2
