PARTIDO_POLITICO,TEMAS,MES,TRIMESTRE
Partido Republicano de Chile,otros,March,1
Partido Republicano de Chile,"['economía', 'seguridad']",February,1
Partido Republicano de Chile,otros,January,1
Partido Republicano de Chile,otros,January,1
Partido Republicano de Chile,otros,January,1
Partido Republicano de Chile,['seguridad'],January,1
Partido Republicano de Chile,otros,January,1
Partido Republicano de Chile,otros,January,1
Partido Republicano de Chile,['salud'],January,1
Partido Republicano de Chile,['seguridad'],January,1
Partido Republicano de Chile,otros,January,1
Partido Republicano de Chile,otros,January,1
Partido Republicano de Chile,otros,January,1
Partido Republicano de Chile,otros,January,1
Partido Republicano de Chile,otros,January,1
Partido Republicano de Chile,['economía'],January,1
Partido Republicano de Chile,"['salud', 'seguridad']",January,1
Partido Republicano de Chile,otros,January,1
Partido Republicano de Chile,['seguridad'],January,1
Partido Republicano de Chile,"['economía', 'educación', 'seguridad']",January,1
Partido Republicano de Chile,otros,January,1
Partido Republicano de Chile,otros,January,1
Partido Republicano de Chile,"['seguridad', 'economía', 'crímenes', 'inflación', 'salud']",January,1
Partido Republicano de Chile,otros,January,1
Partido Republicano de Chile,otros,January,1
Partido Republicano de Chile,otros,January,1
Partido Republicano de Chile,otros,January,1
Partido Republicano de Chile,otros,January,1
Partido Republicano de Chile,otros,January,1
Partido Republicano de Chile,otros,January,1
Partido Republicano de Chile,otros,January,1
Partido Republicano de Chile,otros,January,1
Partido Republicano de Chile,otros,January,1
Partido Republicano de Chile,otros,January,1
Partido Republicano de Chile,otros,January,1
Partido Republicano de Chile,otros,January,1
Partido Republicano de Chile,otros,January,1
Partido Republicano de Chile,otros,January,1
Partido Republicano de Chile,otros,January,1
Partido Republicano de Chile,otros,January,1
Partido Republicano de Chile,otros,January,1
,['vivienda'],June,2
,otros,June,2
,otros,June,2
,['seguridad'],June,2
,otros,June,2
,otros,June,2
,['seguridad'],June,2
,otros,June,2
,otros,June,2
,otros,June,2
,otros,June,2
,['vivienda'],June,2
,otros,June,2
,otros,June,2
,"['educación', 'salud']",June,2
,"['economía', 'elecciones']",June,2
,['salud'],May,2
,"['educación', 'seguridad']",May,2
,"['educación', 'salud']",May,2
,otros,May,2
,['educación'],May,2
,otros,May,2
,['salud'],May,2
,otros,May,2
,['salud'],May,2
,"['combustibles', 'economía']",May,2
,['vivienda'],May,2
,['vivienda'],April,1
,['seguridad'],April,1
,otros,April,1
,['seguridad'],April,1
,['seguridad'],April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,['seguridad'],April,1
,otros,April,1
,otros,April,1
,otros,April,1
,['vivienda'],April,1
,['seguridad'],April,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,['economía'],March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,['crímenes'],March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,['economía'],March,1
,otros,March,1
,['economía'],March,1
,otros,March,1
,otros,March,1
,['economía'],March,1
,otros,March,1
,"['salud', 'seguridad']",March,1
,otros,March,1
,['seguridad'],March,1
,otros,March,1
,otros,March,1
,['salud'],March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,['seguridad'],March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,"['economía', 'inflación']",March,1
,['salud'],March,1
,otros,January,1
,otros,January,1
,otros,January,1
,['seguridad'],January,1
,"['crímenes', 'seguridad']",January,1
,otros,January,1
,otros,January,1
,otros,January,1
,"['educación', 'seguridad']",January,1
,otros,January,1
,otros,January,1
,otros,January,1
,otros,January,1
,['seguridad'],January,1
,['seguridad'],January,1
,otros,January,1
,otros,January,1
,otros,January,1
,otros,January,1
,otros,January,1
,otros,January,1
,otros,January,1
,otros,January,1
,otros,January,1
,otros,January,1
,otros,January,1
,['seguridad'],January,1
,"['educación', 'seguridad']",January,1
,otros,January,1
,otros,January,1
,otros,January,1
,otros,January,1
,otros,January,1
,otros,January,1
,otros,January,1
,otros,January,1
,otros,January,1
,otros,June,2
,otros,June,2
,otros,June,2
,['seguridad'],June,2
,otros,June,2
,otros,June,2
,otros,June,2
,otros,June,2
,['salud'],June,2
,"['pensión', 'seguridad']",June,2
,otros,June,2
,otros,June,2
,otros,May,2
,['educación'],May,2
,['educación'],May,2
,['educación'],May,2
,['educación'],May,2
,"['economía', 'inflación']",May,2
,"['vivienda', 'seguridad']",May,2
,['seguridad'],April,1
,['seguridad'],April,1
,"['pensión', 'seguridad']",April,1
,['educación'],April,1
,otros,April,1
,otros,April,1
,otros,April,1
,"['educación', 'salud', 'seguridad']",April,1
,['salud'],March,1
,['vivienda'],March,1
,"['economía', 'salud', 'seguridad']",March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,January,1
,otros,January,1
,otros,January,1
,otros,January,1
,['inflación'],January,1
,otros,January,1
,otros,January,1
,['salud'],January,1
,"['pensión', 'seguridad']",January,1
,otros,January,1
,otros,January,1
,otros,January,1
,otros,January,1
,otros,January,1
,otros,January,1
,['elecciones'],January,1
,otros,January,1
,otros,January,1
,['salud'],January,1
,otros,January,1
,otros,January,1
,otros,January,1
,otros,January,1
,otros,January,1
,otros,January,1
,otros,January,1
,otros,January,1
,otros,January,1
,otros,January,1
,otros,January,1
,otros,January,1
,otros,June,2
,['salud'],June,2
,['educación'],May,2
,otros,May,2
,['educación'],May,2
,otros,May,2
,otros,May,2
,['elecciones'],May,2
,['educación'],May,2
,otros,April,1
,['seguridad'],April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,['seguridad'],April,1
,['salud'],March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,January,1
,otros,January,1
,otros,January,1
,otros,January,1
,otros,January,1
,"['educación', 'salud']",January,1
Partido por la Democracia,otros,June,2
Partido por la Democracia,otros,June,2
Partido por la Democracia,otros,June,2
Partido por la Democracia,"['pensión', 'salud', 'seguridad']",June,2
Partido por la Democracia,otros,June,2
Partido por la Democracia,"['inflación', 'pensión']",June,2
Partido por la Democracia,['economía'],June,2
Partido por la Democracia,['economía'],June,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,['economía'],May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,['vivienda'],May,2
Partido por la Democracia,['vivienda'],May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,['economía'],May,2
Partido por la Democracia,['elecciones'],May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,['economía'],May,2
Partido por la Democracia,['economía'],May,2
Partido por la Democracia,['economía'],May,2
Partido por la Democracia,['economía'],May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,['seguridad'],May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,['seguridad'],May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,"['economía', 'salud', 'seguridad']",May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,['seguridad'],May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,['economía'],May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,['economía'],May,2
Partido por la Democracia,"['economía', 'inflación']",May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,['economía'],May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,['economía'],May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,['economía'],May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,['vivienda'],May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,May,2
Partido por la Democracia,otros,April,1
Partido por la Democracia,otros,April,1
Partido por la Democracia,['pensión'],April,1
Partido por la Democracia,"['crímenes', 'seguridad']",April,1
Partido por la Democracia,otros,April,1
Partido por la Democracia,otros,March,1
Partido por la Democracia,['seguridad'],March,1
Partido por la Democracia,otros,March,1
Partido por la Democracia,otros,March,1
Partido por la Democracia,otros,March,1
Partido por la Democracia,otros,March,1
Partido por la Democracia,"['vivienda', 'salud', 'pensión', 'educación']",March,1
Partido por la Democracia,otros,March,1
Partido por la Democracia,otros,March,1
Partido por la Democracia,otros,March,1
Partido por la Democracia,otros,March,1
Partido por la Democracia,otros,February,1
Partido por la Democracia,otros,January,1
Partido por la Democracia,otros,January,1
Partido por la Democracia,otros,January,1
Partido por la Democracia,otros,January,1
Partido por la Democracia,otros,January,1
Partido por la Democracia,otros,January,1
Partido por la Democracia,otros,January,1
